LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,LaborForce,Employed,Unemployed,Unemployment rate (%)
CN4806900000000,48,69,"Castro County, TX",2014,"3,802","3,650",152,4
CN4807100000000,48,71,"Chambers County, TX",2014,"17,863","16,834","1,029",5.8
CN4807300000000,48,73,"Cherokee County, TX",2014,"21,206","19,977","1,229",5.8
CN4807500000000,48,75,"Childress County, TX",2014,"2,866","2,762",104,3.6
CN4807700000000,48,77,"Clay County, TX",2014,"5,025","4,796",229,4.6
CN4807900000000,48,79,"Cochran County, TX",2014,"1,399","1,328",71,5.1
CN4808100000000,48,81,"Coke County, TX",2014,"1,440","1,378",62,4.3
CN4808300000000,48,83,"Coleman County, TX",2014,"3,124","2,934",190,6.1
CN4808500000000,48,85,"Collin County, TX",2014,"474,652","453,073","21,579",4.5
CN4808700000000,48,87,"Collingsworth County, TX",2014,"1,261","1,210",51,4
CN4808900000000,48,89,"Colorado County, TX",2014,"10,288","9,831",457,4.4
CN4809100000000,48,91,"Comal County, TX",2014,"59,918","57,202","2,716",4.5
CN4809300000000,48,93,"Comanche County, TX",2014,"5,543","5,276",267,4.8
CN4809500000000,48,95,"Concho County, TX",2014,"1,415","1,373",42,3
CN4809700000000,48,97,"Cooke County, TX",2014,"20,569","19,777",792,3.9
CN4809900000000,48,99,"Coryell County, TX",2014,"24,749","23,276","1,473",6
CN4810100000000,48,101,"Cottle County, TX",2014,605,568,37,6.1
CN4810300000000,48,103,"Crane County, TX",2014,"2,010","1,929",81,4
CN4810500000000,48,105,"Crockett County, TX",2014,"1,935","1,862",73,3.8
CN4810700000000,48,107,"Crosby County, TX",2014,"2,701","2,575",126,4.7
CN4810900000000,48,109,"Culberson County, TX",2014,"1,014",972,42,4.1
CN4811100000000,48,111,"Dallam County, TX",2014,"3,907","3,793",114,2.9
CN4811300000000,48,113,"Dallas County, TX",2014,"1,252,417","1,184,567","67,850",5.4
CN4811500000000,48,115,"Dawson County, TX",2014,"4,904","4,666",238,4.9
CN4811700000000,48,117,"Deaf Smith County, TX",2014,"9,119","8,789",330,3.6
CN4811900000000,48,119,"Delta County, TX",2014,"2,655","2,495",160,6
CN4812100000000,48,121,"Denton County, TX",2014,"414,627","396,241","18,386",4.4
CN4812300000000,48,123,"DeWitt County, TX",2014,"10,026","9,643",383,3.8
CN4812500000000,48,125,"Dickens County, TX",2014,746,699,47,6.3
CN4812700000000,48,127,"Dimmit County, TX",2014,"7,668","7,379",289,3.8
CN4812900000000,48,129,"Donley County, TX",2014,"1,621","1,543",78,4.8
CN4813100000000,48,131,"Duval County, TX",2014,"5,536","5,228",308,5.6
CN4813300000000,48,133,"Eastland County, TX",2014,"8,373","7,968",405,4.8
CN4813500000000,48,135,"Ector County, TX",2014,"82,479","79,641","2,838",3.4
CN4813700000000,48,137,"Edwards County, TX",2014,868,831,37,4.3
CN4813900000000,48,139,"Ellis County, TX",2014,"79,176","75,284","3,892",4.9
CN4814100000000,48,141,"El Paso County, TX",2014,"344,937","322,806","22,131",6.4
CN4814300000000,48,143,"Erath County, TX",2014,"20,123","19,269",854,4.2
CN4814500000000,48,145,"Falls County, TX",2014,"6,555","6,196",359,5.5
CN4814700000000,48,147,"Fannin County, TX",2014,"15,296","14,483",813,5.3
CN4814900000000,48,149,"Fayette County, TX",2014,"13,089","12,641",448,3.4
CN4815100000000,48,151,"Fisher County, TX",2014,"1,865","1,782",83,4.5
CN4815300000000,48,153,"Floyd County, TX",2014,"2,967","2,756",211,7.1
CN4815500000000,48,155,"Foard County, TX",2014,580,555,25,4.3
CN4815700000000,48,157,"Fort Bend County, TX",2014,"347,457","331,776","15,681",4.5
CN4815900000000,48,159,"Franklin County, TX",2014,"4,664","4,424",240,5.1
CN4816100000000,48,161,"Freestone County, TX",2014,"7,853","7,412",441,5.6
CN4816300000000,48,163,"Frio County, TX",2014,"10,355","9,985",370,3.6
CN4816500000000,48,165,"Gaines County, TX",2014,"9,377","9,072",305,3.3
CN4816700000000,48,167,"Galveston County, TX",2014,"157,806","148,959","8,847",5.6
CN4816900000000,48,169,"Garza County, TX",2014,"2,247","2,165",82,3.6
CN4817100000000,48,171,"Gillespie County, TX",2014,"12,535","12,094",441,3.5
CN4817300000000,48,173,"Glasscock County, TX",2014,831,809,22,2.6
CN4817500000000,48,175,"Goliad County, TX",2014,"3,575","3,429",146,4.1
CN4817700000000,48,177,"Gonzales County, TX",2014,"9,949","9,566",383,3.8
CN4817900000000,48,179,"Gray County, TX",2014,"9,799","9,405",394,4
CN4818100000000,48,181,"Grayson County, TX",2014,"60,426","57,494","2,932",4.9
CN4818300000000,48,183,"Gregg County, TX",2014,"61,224","58,249","2,975",4.9
CN4818500000000,48,185,"Grimes County, TX",2014,"11,838","11,274",564,4.8
CN4818700000000,48,187,"Guadalupe County, TX",2014,"71,661","68,564","3,097",4.3
CN4818900000000,48,189,"Hale County, TX",2014,"13,540","12,269","1,271",9.4
CN4819100000000,48,191,"Hall County, TX",2014,"1,265","1,186",79,6.2
CN4819300000000,48,193,"Hamilton County, TX",2014,"3,572","3,407",165,4.6
CN4819500000000,48,195,"Hansford County, TX",2014,"3,246","3,164",82,2.5
CN4819700000000,48,197,"Hardeman County, TX",2014,"1,650","1,569",81,4.9
CN4819900000000,48,199,"Hardin County, TX",2014,"25,424","23,830","1,594",6.3
CN4820100000000,48,201,"Harris County, TX",2014,"2,232,655","2,121,528","111,127",5
CN4820300000000,48,203,"Harrison County, TX",2014,"32,231","30,459","1,772",5.5
CN4820500000000,48,205,"Hartley County, TX",2014,"2,904","2,831",73,2.5
CN4820700000000,48,207,"Haskell County, TX",2014,"2,697","2,591",106,3.9
CN4820900000000,48,209,"Hays County, TX",2014,"94,149","90,132","4,017",4.3
CN4821100000000,48,211,"Hemphill County, TX",2014,"2,548","2,487",61,2.4
CN4821300000000,48,213,"Henderson County, TX",2014,"34,779","32,838","1,941",5.6
CN4821500000000,48,215,"Hidalgo County, TX",2014,"332,401","303,296","29,105",8.8
CN4821700000000,48,217,"Hill County, TX",2014,"15,901","15,063",838,5.3
CN4821900000000,48,219,"Hockley County, TX",2014,"12,103","11,637",466,3.9
CN4822100000000,48,221,"Hood County, TX",2014,"24,286","23,091","1,195",4.9
CN4822300000000,48,223,"Hopkins County, TX",2014,"17,511","16,691",820,4.7
CN4822500000000,48,225,"Houston County, TX",2014,"9,814","9,328",486,5
CN4822700000000,48,227,"Howard County, TX",2014,"13,608","13,013",595,4.4
CN4822900000000,48,229,"Hudspeth County, TX",2014,"1,253","1,174",79,6.3
CN4823100000000,48,231,"Hunt County, TX",2014,"38,616","36,334","2,282",5.9
CN4823300000000,48,233,"Hutchinson County, TX",2014,"10,530","10,071",459,4.4
CN4823500000000,48,235,"Irion County, TX",2014,834,803,31,3.7
CN4823700000000,48,237,"Jack County, TX",2014,"4,312","4,151",161,3.7
CN4823900000000,48,239,"Jackson County, TX",2014,"7,640","7,341",299,3.9
CN4824100000000,48,241,"Jasper County, TX",2014,"14,462","13,284","1,178",8.1
CN4824300000000,48,243,"Jeff Davis County, TX",2014,"1,149","1,108",41,3.6
CN4824500000000,48,245,"Jefferson County, TX",2014,"110,263","101,135","9,128",8.3
CN4824700000000,48,247,"Jim Hogg County, TX",2014,"2,201","2,068",133,6
CN4824900000000,48,249,"Jim Wells County, TX",2014,"20,128","19,078","1,050",5.2
CN4825100000000,48,251,"Johnson County, TX",2014,"74,454","70,704","3,750",5
CN4825300000000,48,253,"Jones County, TX",2014,"5,812","5,492",320,5.5
CN4825500000000,48,255,"Karnes County, TX",2014,"6,283","6,053",230,3.7
CN4825700000000,48,257,"Kaufman County, TX",2014,"53,669","50,909","2,760",5.1
CN4825900000000,48,259,"Kendall County, TX",2014,"18,702","17,946",756,4
CN4826100000000,48,261,"Kenedy County, TX",2014,339,329,10,2.9
CN4826300000000,48,263,"Kent County, TX",2014,514,496,18,3.5
CN4826500000000,48,265,"Kerr County, TX",2014,"21,456","20,516",940,4.4
CN4826700000000,48,267,"Kimble County, TX",2014,"2,116","2,034",82,3.9
CN4826900000000,48,269,"King County, TX",2014,225,216,9,4
CN4827100000000,48,271,"Kinney County, TX",2014,"1,230","1,141",89,7.2
CN4827300000000,48,273,"Kleberg County, TX",2014,"15,278","14,446",832,5.4
CN4827500000000,48,275,"Knox County, TX",2014,"1,741","1,666",75,4.3
CN4827700000000,48,277,"Lamar County, TX",2014,"22,169","20,818","1,351",6.1
CN4827900000000,48,279,"Lamb County, TX",2014,"6,036","5,685",351,5.8
CN4828100000000,48,281,"Lampasas County, TX",2014,"8,977","8,474",503,5.6
CN4828300000000,48,283,"La Salle County, TX",2014,"4,582","4,441",141,3.1
CN4828500000000,48,285,"Lavaca County, TX",2014,"8,985","8,633",352,3.9
CN4828700000000,48,287,"Lee County, TX",2014,"9,351","8,979",372,4
CN4828900000000,48,289,"Leon County, TX",2014,"7,229","6,845",384,5.3
CN4829100000000,48,291,"Liberty County, TX",2014,"31,019","28,796","2,223",7.2
CN4829300000000,48,293,"Limestone County, TX",2014,"9,212","8,675",537,5.8
CN4829500000000,48,295,"Lipscomb County, TX",2014,"1,751","1,692",59,3.4
CN4829700000000,48,297,"Live Oak County, TX",2014,"6,122","5,904",218,3.6
CN4829900000000,48,299,"Llano County, TX",2014,"8,098","7,680",418,5.2
CN4830100000000,48,301,"Loving County, TX",2014,79,75,4,5.1
CN4830300000000,48,303,"Lubbock County, TX",2014,"147,972","142,148","5,824",3.9
CN4830500000000,48,305,"Lynn County, TX",2014,"2,865","2,740",125,4.4
CN4830700000000,48,307,"McCulloch County, TX",2014,"4,117","3,944",173,4.2
CN4830900000000,48,309,"McLennan County, TX",2014,"113,042","107,330","5,712",5.1
CN4831100000000,48,311,"McMullen County, TX",2014,"1,061","1,040",21,2
CN4831300000000,48,313,"Madison County, TX",2014,"5,032","4,786",246,4.9
CN4831500000000,48,315,"Marion County, TX",2014,"4,486","4,196",290,6.5
CN4831700000000,48,317,"Martin County, TX",2014,"2,690","2,599",91,3.4
CN4831900000000,48,319,"Mason County, TX",2014,"1,899","1,812",87,4.6
CN4832100000000,48,321,"Matagorda County, TX",2014,"16,699","15,389","1,310",7.8
CN4832300000000,48,323,"Maverick County, TX",2014,"23,423","20,859","2,564",10.9
CN4832500000000,48,325,"Medina County, TX",2014,"20,426","19,424","1,002",4.9
CN4832700000000,48,327,"Menard County, TX",2014,887,845,42,4.7
CN4832900000000,48,329,"Midland County, TX",2014,"91,048","88,435","2,613",2.9
CN4833100000000,48,331,"Milam County, TX",2014,"10,240","9,605",635,6.2
CN4833300000000,48,333,"Mills County, TX",2014,"2,051","1,962",89,4.3
CN4833500000000,48,335,"Mitchell County, TX",2014,"2,908","2,784",124,4.3
CN4833700000000,48,337,"Montague County, TX",2014,"10,149","9,746",403,4
CN4833900000000,48,339,"Montgomery County, TX",2014,"254,119","242,904","11,215",4.4
CN4834100000000,48,341,"Moore County, TX",2014,"11,311","10,918",393,3.5
CN4834300000000,48,343,"Morris County, TX",2014,"5,631","5,191",440,7.8
CN4834500000000,48,345,"Motley County, TX",2014,497,476,21,4.2
CN4834700000000,48,347,"Nacogdoches County, TX",2014,"28,660","27,131","1,529",5.3
CN4834900000000,48,349,"Navarro County, TX",2014,"23,166","21,961","1,205",5.2
CN4835100000000,48,351,"Newton County, TX",2014,"5,566","5,105",461,8.3
CN4835300000000,48,353,"Nolan County, TX",2014,"7,056","6,753",303,4.3
CN4835500000000,48,355,"Nueces County, TX",2014,"168,445","159,829","8,616",5.1
CN4835700000000,48,357,"Ochiltree County, TX",2014,"5,579","5,413",166,3
CN4835900000000,48,359,"Oldham County, TX",2014,942,908,34,3.6
CN4836100000000,48,361,"Orange County, TX",2014,"37,935","34,911","3,024",8
CN4836300000000,48,363,"Palo Pinto County, TX",2014,"13,391","12,702",689,5.1
CN4836500000000,48,365,"Panola County, TX",2014,"12,574","11,953",621,4.9
CN4836700000000,48,367,"Parker County, TX",2014,"59,174","56,475","2,699",4.6
CN4836900000000,48,369,"Parmer County, TX",2014,"5,134","4,977",157,3.1
CN4837100000000,48,371,"Pecos County, TX",2014,"6,872","6,587",285,4.1
CN4837300000000,48,373,"Polk County, TX",2014,"17,247","16,138","1,109",6.4
CN4837500000000,48,375,"Potter County, TX",2014,"56,909","54,658","2,251",4
CN4837700000000,48,377,"Presidio County, TX",2014,"3,417","3,019",398,11.6
CN4837900000000,48,379,"Rains County, TX",2014,"5,412","5,146",266,4.9
CN4838100000000,48,381,"Randall County, TX",2014,"68,923","66,547","2,376",3.4
CN4838300000000,48,383,"Reagan County, TX",2014,"2,080","2,014",66,3.2
CN4838500000000,48,385,"Real County, TX",2014,"1,060",994,66,6.2
CN4838700000000,48,387,"Red River County, TX",2014,"4,942","4,559",383,7.7
CN4838900000000,48,389,"Reeves County, TX",2014,"5,766","5,534",232,4
CN4839100000000,48,391,"Refugio County, TX",2014,"3,605","3,451",154,4.3
CN4839300000000,48,393,"Roberts County, TX",2014,451,435,16,3.5
CN4839500000000,48,395,"Robertson County, TX",2014,"7,156","6,772",384,5.4
CN4839700000000,48,397,"Rockwall County, TX",2014,"43,464","41,504","1,960",4.5
CN4839900000000,48,399,"Runnels County, TX",2014,"4,978","4,767",211,4.2
CN4840100000000,48,401,"Rusk County, TX",2014,"24,235","23,042","1,193",4.9
CN4840300000000,48,403,"Sabine County, TX",2014,"3,546","3,172",374,10.5
CN4840500000000,48,405,"San Augustine County, TX",2014,"2,829","2,559",270,9.5
CN4840700000000,48,407,"San Jacinto County, TX",2014,"11,426","10,768",658,5.8
CN4840900000000,48,409,"San Patricio County, TX",2014,"30,720","28,804","1,916",6.2
CN4841100000000,48,411,"San Saba County, TX",2014,"2,234","2,141",93,4.2
CN4841300000000,48,413,"Schleicher County, TX",2014,"1,782","1,728",54,3
CN4841500000000,48,415,"Scurry County, TX",2014,"8,621","8,335",286,3.3
CN4841700000000,48,417,"Shackelford County, TX",2014,"2,377","2,311",66,2.8
CN4841900000000,48,419,"Shelby County, TX",2014,"11,626","10,947",679,5.8
CN4842100000000,48,421,"Sherman County, TX",2014,"1,507","1,460",47,3.1
CN4842300000000,48,423,"Smith County, TX",2014,"102,372","97,045","5,327",5.2
CN4842500000000,48,425,"Somervell County, TX",2014,"4,141","3,929",212,5.1
CN4842700000000,48,427,"Starr County, TX",2014,"26,023","22,476","3,547",13.6
CN4842900000000,48,429,"Stephens County, TX",2014,"4,297","4,109",188,4.4
CN4843100000000,48,431,"Sterling County, TX",2014,813,789,24,3
CN4843300000000,48,433,"Stonewall County, TX",2014,698,671,27,3.9
CN4843500000000,48,435,"Sutton County, TX",2014,"2,024","1,952",72,3.6
CN4843700000000,48,437,"Swisher County, TX",2014,"2,885","2,708",177,6.1
CN4843900000000,48,439,"Tarrant County, TX",2014,"992,127","942,237","49,890",5
CN4844100000000,48,441,"Taylor County, TX",2014,"64,490","61,775","2,715",4.2
CN4844300000000,48,443,"Terrell County, TX",2014,481,459,22,4.6
CN4844500000000,48,445,"Terry County, TX",2014,"5,618","5,377",241,4.3
CN4844700000000,48,447,"Throckmorton County, TX",2014,834,801,33,4
CN4844900000000,48,449,"Titus County, TX",2014,"12,925","12,111",814,6.3
CN4845100000000,48,451,"Tom Green County, TX",2014,"54,729","52,523","2,206",4
CN4845300000000,48,453,"Travis County, TX",2014,"645,151","618,834","26,317",4.1
CN4845500000000,48,455,"Trinity County, TX",2014,"5,529","5,197",332,6
CN4845700000000,48,457,"Tyler County, TX",2014,"7,585","6,980",605,8
CN4845900000000,48,459,"Upshur County, TX",2014,"18,599","17,644",955,5.1
CN4846100000000,48,461,"Upton County, TX",2014,"1,877","1,817",60,3.2
CN4846300000000,48,463,"Uvalde County, TX",2014,"11,699","11,034",665,5.7
CN4846500000000,48,465,"Val Verde County, TX",2014,"19,404","18,291","1,113",5.7
CN4846700000000,48,467,"Van Zandt County, TX",2014,"23,929","22,664","1,265",5.3
CN4846900000000,48,469,"Victoria County, TX",2014,"46,314","44,388","1,926",4.2
CN4847100000000,48,471,"Walker County, TX",2014,"23,183","21,924","1,259",5.4
CN4847300000000,48,473,"Waller County, TX",2014,"21,343","20,253","1,090",5.1
CN4847500000000,48,475,"Ward County, TX",2014,"5,928","5,716",212,3.6
CN4847700000000,48,477,"Washington County, TX",2014,"15,718","14,996",722,4.6
CN4847900000000,48,479,"Webb County, TX",2014,"111,319","105,664","5,655",5.1
CN4848100000000,48,481,"Wharton County, TX",2014,"21,599","20,592","1,007",4.7
CN4848300000000,48,483,"Wheeler County, TX",2014,"3,085","2,975",110,3.6
CN4848500000000,48,485,"Wichita County, TX",2014,"56,575","53,820","2,755",4.9
CN4848700000000,48,487,"Wilbarger County, TX",2014,"5,301","5,041",260,4.9
CN4848900000000,48,489,"Willacy County, TX",2014,"7,179","6,290",889,12.4
CN4849100000000,48,491,"Williamson County, TX",2014,"255,648","244,510","11,138",4.4
CN4849300000000,48,493,"Wilson County, TX",2014,"22,574","21,637",937,4.2
CN4849500000000,48,495,"Winkler County, TX",2014,"3,290","3,145",145,4.4
CN4849700000000,48,497,"Wise County, TX",2014,"28,524","27,135","1,389",4.9
CN4849900000000,48,499,"Wood County, TX",2014,"16,787","15,787","1,000",6
CN4850100000000,48,501,"Yoakum County, TX",2014,"4,299","4,169",130,3
CN4850300000000,48,503,"Young County, TX",2014,"8,681","8,327",354,4.1
CN4850500000000,48,505,"Zapata County, TX",2014,"6,946","6,586",360,5.2
CN4850700000000,48,507,"Zavala County, TX",2014,"3,902","3,428",474,12.1
CN4800100000000,48,1,"Anderson County, TX",2015,"22,863","21,966",897,3.9
CN4800300000000,48,3,"Andrews County, TX",2015,"9,308","8,985",323,3.5
CN4800500000000,48,5,"Angelina County, TX",2015,"37,424","35,335","2,089",5.6
CN4800700000000,48,7,"Aransas County, TX",2015,"10,067","9,558",509,5.1
CN4800900000000,48,9,"Archer County, TX",2015,"4,126","3,944",182,4.4
CN4801100000000,48,11,"Armstrong County, TX",2015,976,950,26,2.7
CN4801300000000,48,13,"Atascosa County, TX",2015,"20,553","19,576",977,4.8
CN4801500000000,48,15,"Austin County, TX",2015,"14,052","13,408",644,4.6
CN4801700000000,48,17,"Bailey County, TX",2015,"2,802","2,682",120,4.3
CN4801900000000,48,19,"Bandera County, TX",2015,"9,185","8,821",364,4
CN4802100000000,48,21,"Bastrop County, TX",2015,"37,569","36,113","1,456",3.9
CN4802300000000,48,23,"Baylor County, TX",2015,"1,628","1,571",57,3.5
CN4802500000000,48,25,"Bee County, TX",2015,"10,389","9,748",641,6.2
CN4802700000000,48,27,"Bell County, TX",2015,"136,386","130,045","6,341",4.6
CN4802900000000,48,29,"Bexar County, TX",2015,"879,545","846,082","33,463",3.8
CN4803100000000,48,31,"Blanco County, TX",2015,"5,772","5,592",180,3.1
CN4803300000000,48,33,"Borden County, TX",2015,413,401,12,2.9
CN4803500000000,48,35,"Bosque County, TX",2015,"8,067","7,705",362,4.5
CN4803700000000,48,37,"Bowie County, TX",2015,"39,184","37,305","1,879",4.8
CN4803900000000,48,39,"Brazoria County, TX",2015,"167,189","159,547","7,642",4.6
CN4804100000000,48,41,"Brazos County, TX",2015,"108,693","105,097","3,596",3.3
CN4804300000000,48,43,"Brewster County, TX",2015,"3,913","3,759",154,3.9
CN4804500000000,48,45,"Briscoe County, TX",2015,595,572,23,3.9
CN4804700000000,48,47,"Brooks County, TX",2015,"2,604","2,346",258,9.9
CN4804900000000,48,49,"Brown County, TX",2015,"15,906","15,220",686,4.3
CN4805100000000,48,51,"Burleson County, TX",2015,"7,764","7,426",338,4.4
CN4805300000000,48,53,"Burnet County, TX",2015,"21,193","20,422",771,3.6
CN4805500000000,48,55,"Caldwell County, TX",2015,"17,438","16,683",755,4.3
CN4805700000000,48,57,"Calhoun County, TX",2015,"11,338","10,886",452,4
CN4805900000000,48,59,"Callahan County, TX",2015,"5,736","5,492",244,4.3
CN4806100000000,48,61,"Cameron County, TX",2015,"163,203","151,606","11,597",7.1
CN4806300000000,48,63,"Camp County, TX",2015,"5,097","4,785",312,6.1
CN4806500000000,48,65,"Carson County, TX",2015,"3,070","2,972",98,3.2
CN4806700000000,48,67,"Cass County, TX",2015,"12,176","11,351",825,6.8
CN4806900000000,48,69,"Castro County, TX",2015,"3,619","3,497",122,3.4
CN4807100000000,48,71,"Chambers County, TX",2015,"17,821","16,872",949,5.3
CN4807300000000,48,73,"Cherokee County, TX",2015,"20,915","19,836","1,079",5.2
CN4807500000000,48,75,"Childress County, TX",2015,"2,871","2,782",89,3.1
CN4807700000000,48,77,"Clay County, TX",2015,"4,916","4,701",215,4.4
CN4807900000000,48,79,"Cochran County, TX",2015,"1,318","1,251",67,5.1
CN4808100000000,48,81,"Coke County, TX",2015,"1,400","1,343",57,4.1
CN4808300000000,48,83,"Coleman County, TX",2015,"3,052","2,883",169,5.5
CN4808500000000,48,85,"Collin County, TX",2015,"489,029","471,301","17,728",3.6
CN4808700000000,48,87,"Collingsworth County, TX",2015,"1,272","1,225",47,3.7
CN4808900000000,48,89,"Colorado County, TX",2015,"9,914","9,524",390,3.9
CN4809100000000,48,91,"Comal County, TX",2015,"61,941","59,671","2,270",3.7
CN4809300000000,48,93,"Comanche County, TX",2015,"5,363","5,136",227,4.2
CN4809500000000,48,95,"Concho County, TX",2015,"1,375","1,330",45,3.3
CN4809700000000,48,97,"Cooke County, TX",2015,"19,784","19,055",729,3.7
CN4809900000000,48,99,"Coryell County, TX",2015,"24,524","23,357","1,167",4.8
CN4810100000000,48,101,"Cottle County, TX",2015,546,507,39,7.1
CN4810300000000,48,103,"Crane County, TX",2015,"1,839","1,733",106,5.8
CN4810500000000,48,105,"Crockett County, TX",2015,"1,903","1,788",115,6
CN4810700000000,48,107,"Crosby County, TX",2015,"2,650","2,535",115,4.3
CN4810900000000,48,109,"Culberson County, TX",2015,"1,041",998,43,4.1
CN4811100000000,48,111,"Dallam County, TX",2015,"4,010","3,923",87,2.2
CN4811300000000,48,113,"Dallas County, TX",2015,"1,263,778","1,209,785","53,993",4.3
CN4811500000000,48,115,"Dawson County, TX",2015,"4,776","4,560",216,4.5
CN4811700000000,48,117,"Deaf Smith County, TX",2015,"8,802","8,525",277,3.1
CN4811900000000,48,119,"Delta County, TX",2015,"2,595","2,478",117,4.5
CN4812100000000,48,121,"Denton County, TX",2015,"428,863","413,638","15,225",3.6
CN4812300000000,48,123,"DeWitt County, TX",2015,"10,061","9,661",400,4
CN4812500000000,48,125,"Dickens County, TX",2015,703,671,32,4.6
CN4812700000000,48,127,"Dimmit County, TX",2015,"7,167","6,836",331,4.6
CN4812900000000,48,129,"Donley County, TX",2015,"1,594","1,528",66,4.1
CN4813100000000,48,131,"Duval County, TX",2015,"5,242","4,819",423,8.1
CN4813300000000,48,133,"Eastland County, TX",2015,"8,046","7,665",381,4.7
CN4813500000000,48,135,"Ector County, TX",2015,"79,838","76,136","3,702",4.6
CN4813700000000,48,137,"Edwards County, TX",2015,866,826,40,4.6
CN4813900000000,48,139,"Ellis County, TX",2015,"81,012","77,828","3,184",3.9
CN4814100000000,48,141,"El Paso County, TX",2015,"341,868","324,220","17,648",5.2
CN4814300000000,48,143,"Erath County, TX",2015,"20,177","19,387",790,3.9
CN4814500000000,48,145,"Falls County, TX",2015,"6,459","6,186",273,4.2
CN4814700000000,48,147,"Fannin County, TX",2015,"15,388","14,758",630,4.1
CN4814900000000,48,149,"Fayette County, TX",2015,"12,784","12,361",423,3.3
CN4815100000000,48,151,"Fisher County, TX",2015,"1,802","1,733",69,3.8
CN4815300000000,48,153,"Floyd County, TX",2015,"2,747","2,595",152,5.5
CN4815500000000,48,155,"Foard County, TX",2015,551,529,22,4
CN4815700000000,48,157,"Fort Bend County, TX",2015,"356,151","341,000","15,151",4.3
CN4815900000000,48,159,"Franklin County, TX",2015,"4,560","4,338",222,4.9
CN4816100000000,48,161,"Freestone County, TX",2015,"7,416","7,015",401,5.4
CN4816300000000,48,163,"Frio County, TX",2015,"9,810","9,435",375,3.8
CN4816500000000,48,165,"Gaines County, TX",2015,"9,412","9,108",304,3.2
CN4816700000000,48,167,"Galveston County, TX",2015,"158,064","150,200","7,864",5
CN4816900000000,48,169,"Garza County, TX",2015,"2,132","2,054",78,3.7
CN4817100000000,48,171,"Gillespie County, TX",2015,"12,654","12,290",364,2.9
CN4817300000000,48,173,"Glasscock County, TX",2015,822,799,23,2.8
CN4817500000000,48,175,"Goliad County, TX",2015,"3,450","3,297",153,4.4
CN4817700000000,48,177,"Gonzales County, TX",2015,"9,708","9,352",356,3.7
CN4817900000000,48,179,"Gray County, TX",2015,"9,283","8,762",521,5.6
CN4818100000000,48,181,"Grayson County, TX",2015,"60,044","57,627","2,417",4
CN4818300000000,48,183,"Gregg County, TX",2015,"59,330","56,394","2,936",4.9
CN4818500000000,48,185,"Grimes County, TX",2015,"11,521","10,909",612,5.3
CN4818700000000,48,187,"Guadalupe County, TX",2015,"73,001","70,428","2,573",3.5
CN4818900000000,48,189,"Hale County, TX",2015,"12,896","12,079",817,6.3
CN4819100000000,48,191,"Hall County, TX",2015,"1,204","1,140",64,5.3
CN4819300000000,48,193,"Hamilton County, TX",2015,"3,486","3,324",162,4.6
CN4819500000000,48,195,"Hansford County, TX",2015,"3,114","3,022",92,3
CN4819700000000,48,197,"Hardeman County, TX",2015,"1,622","1,542",80,4.9
CN4819900000000,48,199,"Hardin County, TX",2015,"25,010","23,601","1,409",5.6
CN4820100000000,48,201,"Harris County, TX",2015,"2,236,170","2,132,542","103,628",4.6
CN4820300000000,48,203,"Harrison County, TX",2015,"31,227","29,600","1,627",5.2
CN4820500000000,48,205,"Hartley County, TX",2015,"3,006","2,942",64,2.1
CN4820700000000,48,207,"Haskell County, TX",2015,"2,584","2,494",90,3.5
CN4820900000000,48,209,"Hays County, TX",2015,"98,543","95,171","3,372",3.4
CN4821100000000,48,211,"Hemphill County, TX",2015,"2,303","2,231",72,3.1
CN4821300000000,48,213,"Henderson County, TX",2015,"34,395","32,727","1,668",4.8
CN4821500000000,48,215,"Hidalgo County, TX",2015,"331,132","304,946","26,186",7.9
CN4821700000000,48,217,"Hill County, TX",2015,"15,628","14,919",709,4.5
CN4821900000000,48,219,"Hockley County, TX",2015,"11,728","11,242",486,4.1
CN4822100000000,48,221,"Hood County, TX",2015,"24,555","23,450","1,105",4.5
CN4822300000000,48,223,"Hopkins County, TX",2015,"17,027","16,312",715,4.2
CN4822500000000,48,225,"Houston County, TX",2015,"9,946","9,503",443,4.5
CN4822700000000,48,227,"Howard County, TX",2015,"13,366","12,752",614,4.6
CN4822900000000,48,229,"Hudspeth County, TX",2015,"1,282","1,210",72,5.6
CN4823100000000,48,231,"Hunt County, TX",2015,"38,939","37,101","1,838",4.7
CN4823300000000,48,233,"Hutchinson County, TX",2015,"9,805","9,373",432,4.4
CN4823500000000,48,235,"Irion County, TX",2015,800,771,29,3.6
CN4823700000000,48,237,"Jack County, TX",2015,"4,082","3,910",172,4.2
CN4823900000000,48,239,"Jackson County, TX",2015,"7,374","7,098",276,3.7
CN4824100000000,48,241,"Jasper County, TX",2015,"13,888","12,852","1,036",7.5
CN4824300000000,48,243,"Jeff Davis County, TX",2015,"1,080","1,045",35,3.2
CN4824500000000,48,245,"Jefferson County, TX",2015,"108,046","100,531","7,515",7
CN4824700000000,48,247,"Jim Hogg County, TX",2015,"2,029","1,883",146,7.2
CN4824900000000,48,249,"Jim Wells County, TX",2015,"19,234","17,717","1,517",7.9
CN4825100000000,48,251,"Johnson County, TX",2015,"74,349","71,090","3,259",4.4
CN4825300000000,48,253,"Jones County, TX",2015,"5,674","5,362",312,5.5
CN4825500000000,48,255,"Karnes County, TX",2015,"6,432","6,160",272,4.2
